frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
2,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,,,,,bin_106,13.821833333333332,,False,False
3,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,,bin_106,14.01775,0.19591666666666718,False,False
4,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,14.213666666666667,0.19591666666666718,False,False
5,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,14.409583333333334,0.19591666666666718,False,False
6,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,14.6055,0.1959166666666654,False,False
7,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,14.801416666666666,0.19591666666666718,False,False
8,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,14.997333333333334,0.19591666666666718,False,False
9,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,15.193249999999999,0.1959166666666654,False,False
10,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,15.389166666666666,0.19591666666666718,False,False
11,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,15.585083333333333,0.19591666666666718,False,False
12,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,15.780999999999999,0.1959166666666654,False,False
13,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,15.976916666666666,0.19591666666666718,False,False
14,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,16.172833333333333,0.19591666666666718,False,False
15,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,16.36875,0.1959166666666654,False,False
16,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,16.564666666666668,0.19591666666666896,False,False
17,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,16.760583333333333,0.1959166666666654,False,False
18,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,16.9565,0.1959166666666654,False,False
19,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,17.152416666666667,0.19591666666666896,False,False
20,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,17.348333333333333,0.1959166666666654,False,False
21,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,17.544249999999998,0.1959166666666654,False,False
22,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,17.740166666666667,0.19591666666666896,False,False
23,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,17.936083333333332,0.1959166666666654,False,False
24,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,18.131999999999998,0.1959166666666654,False,False
25,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,18.327916666666667,0.19591666666666896,False,False
26,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,18.523833333333332,0.1959166666666654,False,False
27,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,18.719749999999998,0.1959166666666654,False,False
28,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,18.915666666666667,0.19591666666666896,False,False
29,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,19.111583333333332,0.1959166666666654,False,False
30,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,19.307499999999997,0.1959166666666654,False,False
31,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,19.503416666666666,0.19591666666666896,False,False
32,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,19.699333333333332,0.1959166666666654,False,False
33,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,19.895249999999997,0.1959166666666654,False,False
34,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,20.091166666666666,0.19591666666666896,False,False
35,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,20.28708333333333,0.1959166666666654,False,False
36,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,20.483,0.19591666666666896,False,False
37,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,20.678916666666666,0.1959166666666654,False,False
38,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,20.87483333333333,0.1959166666666654,False,False
39,,183.0,9.0,manual,183.0,9.0,551,218,False,5.1,26.56987295825771,1.238532110091743,0.0,0.0,0.0,0.0,bin_106,21.07075,0.19591666666666896,False,False
